Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,68.24500274658203,69.625,67.87000274658203,69.30999755859375,64.85951232910156,500200
2019-01-03,69.02999877929688,69.5,68.04000091552734,68.44000244140625,64.04537200927734,293200
2019-01-04,69.37000274658203,70.9800033569336,69.37000274658203,70.7249984741211,66.18364715576172,496000
2019-01-07,70.75,72.08000183105469,70.49500274658203,71.44499969482422,66.85741424560547,478800
2019-01-08,72.1500015258789,72.61499786376953,71.5999984741211,72.58499908447266,67.92422485351562,675000
2019-01-09,72.95999908447266,73.55500030517578,72.625,73.37000274658203,68.6588134765625,561400
2019-01-10,72.95999908447266,74.01000213623047,72.83999633789062,73.9800033569336,69.22966003417969,220000
2019-01-11,73.65499877929688,74.33000183105469,73.4749984741211,74.13999938964844,69.37938690185547,300800
2019-01-14,73.5999984741211,74.30000305175781,73.55999755859375,73.84500122070312,69.10332489013672,367000
2019-01-15,73.99500274658203,74.25,73.61499786376953,74.17500305175781,69.41212463378906,1043600
2019-01-16,74.25,74.99500274658203,74.24500274658203,74.7300033569336,69.9315185546875,230600
2019-01-17,74.47000122070312,75.78500366210938,74.47000122070312,75.44499969482422,70.60059356689453,496000
2019-01-18,75.875,76.71499633789062,75.7300033569336,76.56500244140625,71.64866638183594,345600
2019-01-22,76.12000274658203,76.12999725341797,74.92500305175781,75.34500122070312,70.50701141357422,823400
2019-01-23,75.54499816894531,75.7750015258789,74.41500091552734,75.0250015258789,70.20755767822266,239800
2019-01-24,74.98999786376953,75.76499938964844,74.96499633789062,75.55500030517578,70.7035140991211,179400
2019-01-25,76.11000061035156,76.58000183105469,76.05500030517578,76.37000274658203,71.46620178222656,292400
2019-01-28,75.75499725341797,76.49500274658203,75.69000244140625,76.44000244140625,71.5317153930664,578800
2019-01-29,76.5250015258789,76.7249984741211,76.30999755859375,76.45999908447266,71.5504150390625,307000
2019-01-30,76.74500274658203,77.38999938964844,76.16500091552734,76.98999786376953,72.04637145996094,447800
2019-01-31,76.88999938964844,77.25,76.5250015258789,77.20500183105469,72.24758911132812,281000
2019-02-01,77.2750015258789,77.4749984741211,76.9800033569336,77.37000274658203,72.4019775390625,187000
2019-02-04,77.4000015258789,78.00499725341797,76.97000122070312,78.00499725341797,72.99620819091797,257000
2019-02-05,78.0199966430664,78.3949966430664,77.86000061035156,78.30999755859375,73.28162384033203,228000
2019-02-06,78.23500061035156,78.375,78.03500366210938,78.22000122070312,73.1974105834961,198800
2019-02-07,77.79499816894531,78.08499908447266,77.12999725341797,77.83000183105469,72.83244323730469,195000
2019-02-08,77.48999786376953,77.91999816894531,76.95500183105469,77.55500030517578,72.5750961303711,205000
2019-02-11,77.72000122070312,78.12000274658203,77.55000305175781,78.0999984741211,73.08511352539062,122400
2019-02-12,78.58999633789062,79.2750015258789,78.56999969482422,79.08999633789062,74.01152038574219,195200
2019-02-13,79.30500030517578,79.5999984741211,79.04000091552734,79.41000366210938,74.31099700927734,166000
2019-02-14,79.0,79.62000274658203,78.82499694824219,79.2750015258789,74.18466186523438,134000
2019-02-15,79.70500183105469,80.36000061035156,79.6449966430664,80.29000091552734,75.13448333740234,137000
2019-02-19,80.1050033569336,80.8499984741211,80.05500030517578,80.61499786376953,75.4386215209961,201200
2019-02-20,80.69499969482422,81.3550033569336,80.6500015258789,81.22000122070312,76.00477600097656,359800
2019-02-21,81.12000274658203,81.2300033569336,80.55999755859375,80.86499786376953,75.67256927490234,226200
2019-02-22,81.09500122070312,81.45999908447266,80.94499969482422,81.375,76.14981842041016,169400
2019-02-25,81.74500274658203,81.93000030517578,81.2300033569336,81.33000183105469,76.10770416259766,236400
2019-02-26,81.2249984741211,81.33000183105469,80.54499816894531,80.55500030517578,75.38247680664062,343200
2019-02-27,80.41500091552734,80.73999786376953,80.26000213623047,80.59500122070312,75.4198989868164,257000
2019-02-28,80.50499725341797,80.58000183105469,80.12999725341797,80.23500061035156,75.08301544189453,114600
2019-03-01,80.80500030517578,81.2249984741211,80.26499938964844,80.8499984741211,75.65853881835938,320200
2019-03-04,81.0199966430664,81.19999694824219,79.95500183105469,80.61000061035156,75.43394470214844,353600
2019-03-05,80.63500213623047,80.63999938964844,80.1449966430664,80.22000122070312,75.0689697265625,115800
2019-03-06,80.21499633789062,80.21499633789062,79.00499725341797,79.00499725341797,73.93199920654297,221200
2019-03-07,78.9000015258789,78.98999786376953,78.00499725341797,78.20999908447266,73.18804168701172,414600
2019-03-08,77.73999786376953,78.0199966430664,77.50499725341797,77.97000122070312,72.96346282958984,154800
2019-03-11,78.17500305175781,78.98500061035156,78.13999938964844,78.98500061035156,73.91328430175781,123000
2019-03-12,79.08000183105469,79.31500244140625,78.8499984741211,79.08999633789062,74.01152038574219,146000
2019-03-13,79.36000061035156,79.70999908447266,79.34500122070312,79.41500091552734,74.31568145751953,151200
2019-03-14,79.3949966430664,79.3949966430664,79.05500030517578,79.1500015258789,74.06768035888672,97400
2019-03-15,79.26499938964844,79.84500122070312,79.11499786376953,79.30000305175781,74.20805358886719,167200
2019-03-18,79.44999694824219,80.11000061035156,79.44999694824219,79.9749984741211,74.83971405029297,201800
2019-03-19,80.28500366210938,80.31999969482422,79.08999633789062,79.2750015258789,74.18466186523438,164800
2019-03-20,78.86000061035156,78.94000244140625,77.73999786376953,78.05500030517578,73.33300018310547,173800
2019-03-21,77.78500366210938,79.25,77.7699966430664,78.95999908447266,74.18325805664062,141000
2019-03-22,78.50499725341797,78.50499725341797,76.52999877929688,76.52999877929688,71.90025329589844,259800
2019-03-25,76.4749984741211,77.1449966430664,75.9749984741211,76.68499755859375,72.04586791992188,195600
2019-03-26,77.29000091552734,77.91999816894531,76.96499633789062,77.6050033569336,72.91021728515625,242400
2019-03-27,77.6500015258789,77.91999816894531,77.06500244140625,77.66000366210938,72.96190643310547,180400
2019-03-28,77.83999633789062,78.31999969482422,77.44999694824219,78.24500274658203,73.51152038574219,163600
2019-03-29,78.77999877929688,78.96499633789062,78.29000091552734,78.48500061035156,73.73698425292969,143400
2019-04-01,78.9800033569336,79.81500244140625,78.9800033569336,79.80500030517578,74.97712707519531,393800
2019-04-02,79.80500030517578,79.80500030517578,79.12999725341797,79.41000366210938,74.60603332519531,224800
2019-04-03,79.95999908447266,80.26000213623047,79.61499786376953,79.82499694824219,74.99591827392578,224400
2019-04-04,79.92500305175781,80.61000061035156,79.92500305175781,80.56500244140625,75.69114685058594,139200
2019-04-05,80.7699966430664,81.29499816894531,80.6500015258789,81.24500274658203,76.33001708984375,309400
2019-04-08,81.02999877929688,81.30999755859375,80.88500213623047,81.2249984741211,76.31121826171875,125600
2019-04-09,80.93000030517578,81.16000366210938,79.97000122070312,80.0999984741211,75.25428771972656,202800
